SubjectCode;Name;Credits
INC354;ASPECTOS LEGALES DE INGENIERIA;1
INC370;METODOS Y COSTOS DE CONSTRUCCION;1
INC391;ADMINISTRACION DE LA CONSTRUCCION;1
IND202;DISEÑO BIDIMENSIONAL;1
IND206;MAQUETAS DE PRODUCTOS;1
IND207;DIBUJO E ILUSTRACION I;1
IND211;DIBUJO E ILUSTRACION III;1
IND217;MATERIALES Y PROCESOS III;1
IND220;HISTORIA DEL ARTE Y LOS ESTILOS;1
IND227;MATERIALES Y PROCESOS VI;1
IND228;MATERIALES Y PROCESOS VII;1
IND232;INVESTIGACION EN DISEÑO;1
IND232L;LABORATORIO INVESTIGACION EN DISEÑO;1
IND235;INTRODUCCION AL DISEÑO INDUSTRIAL;1
IND262;FISICA DE LOS OBJETOS;1
IND262L;LABORATORIO DE FISICA DE LOS OBJETOS;1
IND305;METODOLOGIA DE DISEÑO II;1
IND309;TEORIA DEL DISEÑO;1
IND317;DISEÑO DE PRODUCTOS II;1
IND324;MERCADOTECNIA Y DISEÑO;1
IND329;MULTIMEDIA;1
IND331;PROYECTO DE GRADO;1
IND333;PASANTIA DE DISEÑO INDUSTRIAL;1
IND344;MODELADO 3D AVANZADO;1
IND345;EMPRENDEDURISMO E INNOVACION;1
IND346;DISEÑO DE PRODUCTOS IV;1
IND354;ERGONOMIA;1
IND367;DISEÑO Y COMUNICACION VISUAL II;1
IND367L;LABORATORIO DE DISEÑO Y COMUNICACION VISUAL II;1
IND368;DISEÑO DE EMPAQUES Y EMBALAJES;1
IND375;HISTORIA Y EVOLUCIÓN DEL DISEÑO AUTOMOTRIZ;1
INE203;INTRODUCCION A LA INGENIERIA ELECTRICA;1
INE204;CONSEJERIA INGENIERIA ELECTRICA I;1
INE206;SEMINARIO DE ESTATICA;1
INE207;SEMINARIO DE MECANICA DE FLUIDOS;1
INE354;CIRCUITOS ELECTRICOS;1
INE354L;LABORATORIO DE CIRCUITOS ELECTRICOS;1
INE357;PROTECCION DE SISTEMAS DE POTENCIA;1
INE361;EFICIENCIA Y AUDITORIA ELECTRICA;1
INE366;SUBESTACIONES ELECTRICAS;1
INE374;PROYECTOS DE INGENIERIA ELECTRICA I;1
INE376;CIRCUITOS E INSTALACIONES ELECTRICAS;1
INE376L;LABORATORIO DE CIRCUITO E INSTALACIONES ELECTRICAS;1
INE377;CIRCUITOS I;1
INE377L;LABORATORIO DE CIRCUITOS I;1
INE378;CIRCUITOS II;1
INE378L;LABORATORIO DE CIRCUITOS II;1
INE381;DISEÑO DE INSTALACIONES ELECTRICAS I;1
INE381L;LABORATORIO DE DISEÑO DE INSTALACIONES ELECTRICAS I;1
INE383;LINEAS DE TRANSMISION;1
INE383L;LABORATORIO DE LINEAS DE TRANSMISION;1
INE387;SISTEMAS DE POTENCIA I;1
INE387L;LABORATORIO DE SISTEMAS DE POTENCIA I;1
INE388;AUTOMATIZACION, CONTROL E INSTRUMENTACION;1
INE388L;LABORATORIO DE AUTOMATIZACION, CONTROL E INSTRUMENTACION;1
INE392;COMUNICACIONES;1
INE392L;LABORATORIO DE COMUNICACIONES;1
INE394;FUNDAMENTOS DE MAQUINAS ELECTRICAS;1
INE394L;LABORATORIO FUNDAMENTOS DE MAQUINAS ELECTRICAS;1
INE398;APLICACION DE DISPOSITIVOS ELECTRONICOS;1
INE398L;LABORATORIO DE APLICACION DE DISPOSITIVOS ELECTRONICOS;1
ING102;INTRODUCCION A LA PROGRAMACION;1
ING102L;LABORATORIO DE INTRODUCCION A LA PROGRAMACION;1
ING104;INTRODUCCIÓN A LA MOVILIDAD, EL TRANSPORTE TERRESTRE, EL TRÁNSITO Y LA SEGURIDAD VIAL;1
ING204;GRAFICOS EN INGENIERIA;1
ING207;DINAMICA;1
ING210;INVESTIGACION EN INGENIERIA;1
ING211;FORMULACION DE PROYECTOS;1
ING212;DINAMICA;1
ING212L;LABORATORIO DE DINAMICA;1
ING214;ANALISIS DE DATOS EN INGENIERIA;1
ING215;MECANICA DE FLUIDOS;1
ING215L;LABORATORIO DE MECANICA DE FLUIDOS;1
ING216;ESTATICA;1
ING216L;LABORATORIO DE ESTATICA;1
ING217;RESISTENCIA DE MATERIALES;1
ING217L;LABORATORIO DE RESISTENCIA DE MATERIALES;1
ING227;GRAFICOS EN INGENIERIA;1
ING227L;LABORATORIO DE GRAFICOS EN INGENIERIA (AUTOCAD);1
ING228;HOJA DE CALCULO PARA INGENIEROS;1
ING229;INTRODUCCION A LA CIENCIA DE MATERIALES;1
ING229L;LABORATORIO DE INTRODUCCION A LA CIENCIA DE MATERIALES;1
ING230;INGENIERIA ECONOMICA;1
ING231;EXPERIMENTACION EN INGENIERIA;1
ING234;MECANICA DE SOLIDOS DEFORMABLES;1
ING234L;LABORATORIO DE MECANICA DE SOLIDOS DEFORMABLES;1
ING235;FORMULACION Y GESTION DE PROYECTOS TECNOLOGICOS;1
ING235L;LABORATORIO FORMULACION Y GESTION DE PROYECTOS TECNOLOGICOS;1
ING236L;LABORATORIO DE GRAFICOS EN INGENIERIA (SOLIDWORKS);1
ING237;IMPACTO SOCIAL (ING);1
ING302;GESTION DE PROYECTOS;1
ING305;GESTION DE PROYECTOS;1
ING305L;LABORATORIO DE GESTION DE PROYECTOS;1
INI201;INTRODUCCION A LA INGENIERIA INDUSTRIAL;1
INI202;CONSEJERIA PROFESIONAL INI I;1
INI301;INGENIERIA ECONOMICA;1
INI307;DISEÑO DE SISTEMAS DE PRODUCCION I;1
INI310;CONTROL DE CALIDAD;1
INI316;SEGURIDAD E HIGIENE INDUSTRIAL;1
INI319;PROYECTO DE INGENIERIA INDUSTRIAL;1
INI323;ANALISIS DE COSTOS DE PROCESOS;1
INI326;EVOLUCION DEL DESARROLLO INDUSTRIAL;1
INI339;SEMINARIO DE INGENIERIA INDUSTRIAL;1
INI378;PLANIFICACION Y CONTROL DE SISTEMAS;1
INI380;PENSAMIENTO ESBELTO;1
INI381;GESTION DE LA CALIDAD I;1
INI382;ESTADISTICA INDUSTRIAL;1
INI382L;LABORATORIO DE ESTADISTICA INDUSTRIAL;1
INI383;CIENCIA E INGENIERIA DE LOS MATERIALES;1
INI383L;LABORATORIO DE CIENCIA E INGENIERIA DE LOS MATERIALES;1
INI384;INGENIERIA DE METODOS;1
INI385;AUTOMATIZACION DE PROCESOS;1
INI385L;LABORATORIO DE AUTOMATIZACION DE PROCESOS;1
INI388;GESTION DE LA CALIDAD II;1
INI389;SELECCION DE MATERIALES;1
INI391;INVESTIGACION OPERATIVA I;1
INI391L;LABORATORIO DE INVESTIGACION OPERATIVA I;1
INI392;DISEÑO DE SISTEMAS DE PRODUCCION II;1
INI392L;LABORATORIO DE DISEÑO DE SISTEMAS DE PRODUCCION II;1
INI393;INVESTIGACION OPERATIVA II;1
INI393L;LABORATORIO INVESTIGACION OPERATIVA II;1
INI394;DISEÑO DE EXPERIMENTOS;1
INI394L;LABORATORIO DE DISEÑO DE EXPERIMENTOS;1
INI395;DISEÑO PARA MANUFACTURA;1
INL342;TOPICOS PROFESIONALES Y LEGALES;1
INL354;ELECTRONICA DE POTENCIA;1
INL354L;LABORATORIO DE ELECTRONICA DE POTENCIA;1
INL363;COMUNICACIONES MOVILES;1
INL363L;LABORATORIO COMUNICACIONES MOVILES;1
INL365;DISEÑO DE SISTEMAS DE CONTROL;1
INL365L;LABORATORIO DE SISTEMAS DE CONTROL;1
INL367;MACHINE LEARNING;1
INL367L;LABORATORIO MACHINE LEARNING;1
INL369;PROYECTO DE INGENIERIA ELECTRONICA Y DE COMUNICACIONES I;1
INL370;FUNDAMENTOS DE ELECTRONICA;1
INL370L;LABORATORIO DE FUNDAMENTOS DE ELECTRONICA;1
INM201;DIBUJO MECANICO I;1
INM202;DIBUJO MECANICO II;1
INM203;INTRODUCCION A LA INGENIERIA MECANICA;1
INM300;TERMODINAMICA I;1
INM305;MECANISMOS;1
INM318;GESTION DE SISTEMAS DE MANTENIMIENTO;1
INM328;MODELADO Y SIMULACION;1
INM329;DISEÑO DE ELEMENTOS DE MAQUINAS I;1
INM336;DISEÑO DE ELEMENTOS DE MAQUINAS II;1
INM349;INGENIERIA ASISTIDA I;1
INM350;MECANICA DE FLUIDOS II;1
INM350L;LABORATORIO MECANICA DE FLUIDOS II;1
INM355;PROCESOS INDUSTRIALES I;1
INM355L;LABORATORIO PROCESOS INDUSTRIALES I;1
INM356;INGENIERIA ASISTIDA II;1
INM357;TERMODINAMICA II;1
INM357L;LABORATORIO TERMODINAMICA II;1
INM358;PROCESOS INDUSTRIALES II;1
INM358L;LABORATORIO PROCESOS INDUSTRIALES II;1
INM360;CONTROL DE SISTEMAS DINAMICOS;1
INM363;DISEÑO E INGENIERIA DE PRODUCTOS;1
INM364;PROYECTO DE INGENIERIA MECANICA II;1
INM368;MODELADO Y SIMULACION;1
INM376;PROCESOS INDUSTRIALES I;1
INM376L;LABORATORIO DE PROCESOS INDUSTRIALES I;1
INM377;PROCESOS INDUSTRIALES II;1
INM377L;LABORATORIO DE PROCESOS INDUSTRIALES II;1
INM381;RESISTENCIA DE MATERIALES II;1
INM381L;LABORATORIO DE RESISTENCIA DE MATERIALES II;1
INM382;DIBUJO MECANICO II;1
INM382L;LABORATORIO DE DIBUJO MECANICO II;1
INM396;INGENIERIA ASISTIDA (CAE) I;1
INM397;INGENIERIA ASISTIDA (CAE) II;1
INM398;PROYECTO DE INGENIERIA MECANICA I;1
INM399;PRACTICAS DE INGENIERIA MECANICA;1
INO501;METODOS Y COSTOS DE OBRA;1
INO511;ADMINISTRACION DE LA SEGURIDAD DE OBRAS;1
INO513;TRABAJO DE GRADO;1
INO516;SEMINARIO DE CONSTRUCCION I;1
INO517;GERENCIA Y GESTION AMBIENTAL;1
INO519;TECNOLOGIA DE LA CONSTRUCCION;1
INO520;SEMINARIO DE CONSTRUCCION III;1
INS208;FUNDAMENTOS DE PROGRAMACION;1
INS208L;LABORATORIO DE FUNDAMENTOS DE PROGRAMACION;1
INS209;HOJAS DE CALCULO PARA INGENIEROS;1
INS211;INTRODUCCION A LA INGENIERIA DE SISTEMAS;1
INS213;PROGRAMACION Y DISEÑO DE ALGORITMOS;1
INS213L;LABORATORIO DE PROGRAMACION Y DISEÑO DE ALGORITMOS;1
INS215;PROGRAMACION III (OOP);1
INS215L;LABORATORIO PROGRAMACION III (OOP);1
INS216;FUNDAMENTOS DE SISTEMAS DE INFORMACION;1
INS218;LABORATORIO DE PROGRAMACION Y DISEÑO DE ALGORITMO (LENGUAJE PHYTON);1
INS324;ANALISIS Y DISEÑO DE SISTEMAS;1
INS342;TECNOLOGIAS DE INFORMACION EMERGENTE;1
INS348;GOBERNABILIDAD DE TECNOLOGIA DE LA INFORMACION;1
INS349;PROYECTO FINAL I;1
INS360;PROYECTO FINAL II;1
INS364;DESARROLLO DE APLICACIONES WEB;1
INS368;TENDENCIAS EN DESARROLLO DE APLICACIONES;1
INS368L;LABORATORIO TENDENCIAS EN DESARROLLO DE APLICACIONES;1
INS369;INTELIGENCIA DE NEGOCIOS;1
INS371;ARQUITECTURA DEL COMPUTADOR;1
INS371L;LABORATORIO ARQUITECTURA COMPUTADOR;1
INS373;SISTEMAS OPERATIVOS;1
INS373L;LABORATORIO SISTEMAS OPERATIVOS;1
INS375;INTERNET OF THINGS (IOT);1
INS377;BASES DE DATOS I;1
INS377L;LABORATORIO BASES DE DATOS I;1
INS379;COMUNICACION DE DATOS II;1
INS379L;LABORATORIO COMUNICACION DE DATOS II;1
INS380;BASES DE DATOS II;1
INS380L;LABORATORIO DE BASES DE DATOS II;1
INS381;COMUNICACION DE DATOS III;1
INS381L;LABORATORIO COMUNICACION DE DATOS III;1
INS382;GESTION DE TI-SEGURIDAD Y RIESGOS;1
INS383;FUNDAMENTOS DE CIBERSEGURIDAD;1
INS384;GESTION DE TI AUDITORIAS Y CONTROLES;1
INS385;BUSINESS ANALYTICS AND BIG DATA;1
INS386;ETHICAL HACKING;1
INS386L;LABORATORIO ETHICAL HACKING;1
INS388;MINERIA DE DATOS;1
INT510;DINAMICA ESTRUCTURAL;1
MCD502;MATEMÁTICAS PARA LA CIENCIA DE DATOS;1
MCD502L;LABORATORIO DE MATEMATICAS PARA LA CIENCIA DE DATOS;1
MCD503;ANÁLISIS ESTADÍSTICO Y SIMULACIÓN;1
MCD503L;LABORATORIOS DE ANÁLISIS ESTADÍSTICO Y SIMULACIÓN;1
MCD509;DATA MINING I;1
MCD509L;LABORATORIO DE DATA MINING I;1
MCD510;DEEP LEARNING;1
MCD510L;LABORATORIO DE DEEP LEARNING;1
MCD513;ANÁLISIS DE REDES SOCIALES Y ECONÓMICAS;1
MCD513L;LABORATORIO DE ANÁLISIS DE REDES SOCIALES Y ECONÓMICAS;1
MCD515;PROYECTO FINAL;1
MCD521;DEEP LEARNING PARA NLP;1
MCD522;MACHINE LEARNING PARA SERIES DE TIEMPO;1
MCS504;FUNDAMENTOS DE SEGURIDAD DE LA INFORMACION;1
MCS505;TECNICAS PARA OCULTACION DE DATOS;1
MCS506;GOBERNANZA EN CIBERSEGURIDAD;1
MCS524;TRABAJO FINAL (MCS);1
MEC305;MANTENIMIENTO PREDICTIVO;1
MIS504;MATEMATICA AVANZADA PARA INGENIEROS;1
MPM507;HERRAMIENTAS INFORMATICAS PARA LA DIRECCION Y GESTION DE PROYECTOS;1
MPM510;GESTION DE LA CALIDAD EN LA DIRECCION DEL PROYECTO;1
MPM511;GESTION DE LA INNOVACION Y LA INVESTIGACION;1
SIS101;INTRODUCCIÓN A LAS TECNOLOGÍAS DE LA INFORMACIÓN;1
